Intel(R) Core(TM) i3-8130U CPU @ 2.20GHz;num * matrix;int;None;1000;302;clock();3.9965e-05;6.13692e-06;9.42369e-05%;25021.9;
Intel(R) Core(TM) i3-8130U CPU @ 2.20GHz;num * matrix;long long;None;1000;302;clock();2.6718e-05;2.56095e-06;2.4547e-05%;37428;
Intel(R) Core(TM) i3-8130U CPU @ 2.20GHz;num * matrix;double;None;1000;302;clock();2.4982e-05;2.58373e-06;2.67219e-05%;40028.8;
